,cidade,cod_ibge_cidade,datahora,semana_epidemiologica,populacao_estimada,populacao_estimada_2019,eh_ultimo,eh_repetido,ultimo_disponivel_confirmado,ultimo_disponivel_confirmado_por_100mil_habitantes,ultimo_disponivel_datahora,ultimo_disponivel_taxa_mortalidade,ultimo disponivel obitos,ordem_por_lugar,tipo_de_lugar,estado,casos_novos,obitos_novos,mes,dia,ano,casos_acumulados
1300682,,41.0,2020-03-12,202011,11516840.0,11433957.0,False,False,6,0.0521,2020-03-12,0.0,0,1,estado,PR,6,0,3,12,2020,6
1300685,,41.0,2020-03-13,202011,11516840.0,11433957.0,False,False,6,0.0521,2020-03-13,0.0,0,2,estado,PR,0,0,3,13,2020,6
1300688,,41.0,2020-03-14,202011,11516840.0,11433957.0,False,True,6,0.0521,2020-03-13,0.0,0,3,estado,PR,0,0,3,14,2020,6
1300691,,41.0,2020-03-15,202012,11516840.0,11433957.0,False,True,6,0.0521,2020-03-13,0.0,0,4,estado,PR,0,0,3,15,2020,6
1300694,,41.0,2020-03-16,202012,11516840.0,11433957.0,False,False,6,0.0521,2020-03-16,0.0,0,5,estado,PR,0,0,3,16,2020,6
1300700,,41.0,2020-03-17,202012,11516840.0,11433957.0,False,False,12,0.1042,2020-03-17,0.0,0,6,estado,PR,6,0,3,17,2020,12
1300708,,41.0,2020-03-18,202012,11516840.0,11433957.0,False,False,14,0.12155999999999999,2020-03-18,0.0,0,7,estado,PR,2,0,3,18,2020,14
1300716,,41.0,2020-03-19,202012,11516840.0,11433957.0,False,False,23,0.19971,2020-03-19,0.0,0,8,estado,PR,9,0,3,19,2020,23
1300725,,41.0,2020-03-20,202012,11516840.0,11433957.0,False,False,36,0.31259000000000003,2020-03-20,0.0,0,9,estado,PR,13,0,3,20,2020,36
1300737,,41.0,2020-03-21,202012,11516840.0,11433957.0,False,False,43,0.37337,2020-03-21,0.0,0,10,estado,PR,7,0,3,21,2020,43
1300751,,41.0,2020-03-22,202013,11516840.0,11433957.0,False,False,54,0.46888,2020-03-22,0.0,0,11,estado,PR,11,0,3,22,2020,54
1300766,,41.0,2020-03-23,202013,11516840.0,11433957.0,False,False,60,0.52098,2020-03-23,0.0,0,12,estado,PR,6,0,3,23,2020,60
1300783,,41.0,2020-03-24,202013,11516840.0,11433957.0,False,False,70,0.6078100000000001,2020-03-24,0.0,0,13,estado,PR,10,0,3,24,2020,70
1300802,,41.0,2020-03-25,202013,11516840.0,11433957.0,False,False,97,0.84224,2020-03-25,0.0,0,14,estado,PR,27,0,3,25,2020,97
1300821,,41.0,2020-03-26,202013,11516840.0,11433957.0,False,False,106,0.9203899999999999,2020-03-26,0.0,0,15,estado,PR,9,0,3,26,2020,106
1300844,,41.0,2020-03-27,202013,11516840.0,11433957.0,False,False,125,1.0853700000000002,2020-03-27,0.016,2,16,estado,PR,19,2,3,27,2020,125
1300869,,41.0,2020-03-28,202013,11516840.0,11433957.0,False,False,137,1.18956,2020-03-28,0.0146,2,17,estado,PR,12,0,3,28,2020,137
1300901,,41.0,2020-03-29,202014,11516840.0,11433957.0,False,False,152,1.31981,2020-03-29,0.0132,2,18,estado,PR,15,0,3,29,2020,152
1300936,,41.0,2020-03-30,202014,11516840.0,11433957.0,False,False,160,1.38927,2020-03-30,0.0187,3,19,estado,PR,8,1,3,30,2020,160
1300975,,41.0,2020-03-31,202014,11516840.0,11433957.0,False,False,185,1.6063399999999999,2020-03-31,0.0162,3,20,estado,PR,25,0,3,31,2020,185
1301021,,41.0,2020-04-01,202014,11516840.0,11433957.0,False,False,229,1.98839,2020-04-01,0.0131,3,21,estado,PR,44,0,4,1,2020,229
1301074,,41.0,2020-04-02,202014,11516840.0,11433957.0,False,False,258,2.2402,2020-04-02,0.0155,4,22,estado,PR,29,1,4,2,2020,258
1301132,,41.0,2020-04-03,202014,11516840.0,11433957.0,False,False,307,2.66566,2020-04-03,0.0163,5,23,estado,PR,49,1,4,3,2020,307
1301196,,41.0,2020-04-04,202014,11516840.0,11433957.0,False,False,401,3.4818599999999997,2020-04-04,0.0175,7,24,estado,PR,94,2,4,4,2020,401
1301263,,41.0,2020-04-05,202015,11516840.0,11433957.0,False,False,445,3.8639099999999997,2020-04-05,0.0225,10,25,estado,PR,44,3,4,5,2020,445
1301332,,41.0,2020-04-06,202015,11516840.0,11433957.0,False,False,466,4.04625,2020-04-06,0.03,14,26,estado,PR,21,4,4,6,2020,466
1301403,,41.0,2020-04-07,202015,11516840.0,11433957.0,False,False,511,4.43698,2020-04-07,0.0294,15,27,estado,PR,45,1,4,7,2020,511
1301477,,41.0,2020-04-08,202015,11516840.0,11433957.0,False,False,550,4.77562,2020-04-08,0.0309,17,28,estado,PR,39,2,4,8,2020,550
1301553,,41.0,2020-04-09,202015,11516840.0,11433957.0,False,False,621,5.3921,2020-04-09,0.0386,24,29,estado,PR,71,7,4,9,2020,621
1301631,,41.0,2020-04-10,202015,11516840.0,11433957.0,False,False,655,5.68732,2020-04-10,0.0397,26,30,estado,PR,34,2,4,10,2020,655
1301709,,41.0,2020-04-11,202015,11516840.0,11433957.0,False,False,688,5.97386,2020-04-11,0.0392,27,31,estado,PR,33,1,4,11,2020,688
1301789,,41.0,2020-04-12,202016,11516840.0,11433957.0,False,False,750,6.5122,2020-04-12,0.0413,31,32,estado,PR,62,4,4,12,2020,750
1301871,,41.0,2020-04-13,202016,11516840.0,11433957.0,False,False,768,6.6685,2020-04-13,0.043,33,33,estado,PR,18,2,4,13,2020,768
1301957,,41.0,2020-04-14,202016,11516840.0,11433957.0,False,False,803,6.9724,2020-04-14,0.0486,39,34,estado,PR,35,6,4,14,2020,803
1302044,,41.0,2020-04-15,202016,11516840.0,11433957.0,False,False,816,7.08528,2020-04-15,0.0502,41,35,estado,PR,13,2,4,15,2020,816
1302133,,41.0,2020-04-16,202016,11516840.0,11433957.0,False,False,845,7.33708,2020-04-16,0.0509,43,36,estado,PR,29,2,4,16,2020,845
1302223,,41.0,2020-04-17,202016,11516840.0,11433957.0,False,False,887,7.70177,2020-04-17,0.0496,44,37,estado,PR,42,1,4,17,2020,887
1302321,,41.0,2020-04-18,202016,11516840.0,11433957.0,False,False,960,8.33562,2020-04-18,0.051,49,38,estado,PR,73,5,4,18,2020,960
1302427,,41.0,2020-04-19,202017,11516840.0,11433957.0,False,False,1002,8.7003,2020-04-19,0.0519,52,39,estado,PR,42,3,4,19,2020,1002
1302536,,41.0,2020-04-20,202017,11516840.0,11433957.0,False,False,1022,8.87396,2020-04-20,0.0519,53,40,estado,PR,20,1,4,20,2020,1022
1302646,,41.0,2020-04-21,202017,11516840.0,11433957.0,False,False,1039,9.02157,2020-04-21,0.0529,55,41,estado,PR,17,2,4,21,2020,1039
1302760,,41.0,2020-04-22,202017,11516840.0,11433957.0,False,False,1077,9.351519999999999,2020-04-22,0.0557,60,42,estado,PR,38,5,4,22,2020,1077
1302875,,41.0,2020-04-23,202017,11516840.0,11433957.0,False,False,1096,9.5165,2020-04-23,0.0566,62,43,estado,PR,19,2,4,23,2020,1096
1302993,,41.0,2020-04-24,202017,11516840.0,11433957.0,False,False,1133,9.837769999999999,2020-04-24,0.0591,67,44,estado,PR,37,5,4,24,2020,1133
1303111,,41.0,2020-04-25,202017,11516840.0,11433957.0,False,False,1155,10.028789999999999,2020-04-25,0.0615,71,45,estado,PR,22,4,4,25,2020,1155
1303230,,41.0,2020-04-26,202018,11516840.0,11433957.0,False,False,1171,10.16772,2020-04-26,0.064,75,46,estado,PR,16,4,4,26,2020,1171
1303352,,41.0,2020-04-27,202018,11516840.0,11433957.0,False,False,1201,10.42821,2020-04-27,0.0641,77,47,estado,PR,30,2,4,27,2020,1201
1303478,,41.0,2020-04-28,202018,11516840.0,11433957.0,False,False,1286,11.166260000000001,2020-04-28,0.0614,79,48,estado,PR,85,2,4,28,2020,1286
1303608,,41.0,2020-04-29,202018,11516840.0,11433957.0,False,False,1364,11.84353,2020-04-29,0.0616,84,49,estado,PR,78,5,4,29,2020,1364
1303741,,41.0,2020-04-30,202018,11516840.0,11433957.0,False,False,1423,12.35582,2020-04-30,0.0618,88,50,estado,PR,59,4,4,30,2020,1423
1303875,,41.0,2020-05-01,202018,11516840.0,11433957.0,False,False,1464,12.71182,2020-05-01,0.0628,92,51,estado,PR,41,4,5,1,2020,1464
1304011,,41.0,2020-05-02,202018,11516840.0,11433957.0,False,False,1510,13.111239999999999,2020-05-02,0.0616,93,52,estado,PR,46,1,5,2,2020,1510
1304147,,41.0,2020-05-03,202019,11516840.0,11433957.0,False,False,1533,13.310939999999999,2020-05-03,0.0626,96,53,estado,PR,23,3,5,3,2020,1533
1304285,,41.0,2020-05-04,202019,11516840.0,11433957.0,False,False,1581,13.727720000000001,2020-05-04,0.0614,97,54,estado,PR,48,1,5,4,2020,1581
1304426,,41.0,2020-05-05,202019,11516840.0,11433957.0,False,False,1608,13.96216,2020-05-05,0.0634,102,55,estado,PR,27,5,5,5,2020,1608
1304569,,41.0,2020-05-06,202019,11516840.0,11433957.0,False,False,1647,14.3008,2020-05-06,0.0631,104,56,estado,PR,39,2,5,6,2020,1647
1304713,,41.0,2020-05-07,202019,11516840.0,11433957.0,False,False,1678,14.569970000000001,2020-05-07,0.0638,107,57,estado,PR,31,3,5,7,2020,1678
1304861,,41.0,2020-05-08,202019,11516840.0,11433957.0,False,False,1734,15.05621,2020-05-08,0.0629,109,58,estado,PR,56,2,5,8,2020,1734
1305013,,41.0,2020-05-09,202019,11516840.0,11433957.0,False,False,1809,15.707429999999999,2020-05-09,0.0608,110,59,estado,PR,75,1,5,9,2020,1809
1305168,,41.0,2020-05-10,202020,11516840.0,11433957.0,False,False,1859,16.141579999999998,2020-05-10,0.0602,112,60,estado,PR,50,2,5,10,2020,1859
1305325,,41.0,2020-05-11,202020,11516840.0,11433957.0,False,False,1873,16.26314,2020-05-11,0.0609,114,61,estado,PR,14,2,5,11,2020,1873
1305487,,41.0,2020-05-12,202020,11516840.0,11433957.0,False,False,1930,16.75807,2020-05-12,0.0601,116,62,estado,PR,57,2,5,12,2020,1930
1305652,,41.0,2020-05-13,202020,11516840.0,11433957.0,False,False,2023,17.565579999999997,2020-05-13,0.0593,120,63,estado,PR,93,4,5,13,2020,2023
1305821,,41.0,2020-05-14,202020,11516840.0,11433957.0,False,False,2091,18.15602,2020-05-14,0.0583,122,64,estado,PR,68,2,5,14,2020,2091
1305998,,41.0,2020-05-15,202020,11516840.0,11433957.0,False,False,2167,18.815929999999998,2020-05-15,0.0572,124,65,estado,PR,76,2,5,15,2020,2167
1306178,,41.0,2020-05-16,202020,11516840.0,11433957.0,False,False,2272,19.727629999999998,2020-05-16,0.0555,126,66,estado,PR,105,2,5,16,2020,2272
1306358,,41.0,2020-05-17,202021,11516840.0,11433957.0,False,False,2316,20.109679999999997,2020-05-17,0.0548,127,67,estado,PR,44,1,5,17,2020,2316
1306541,,41.0,2020-05-18,202021,11516840.0,11433957.0,False,False,2390,20.75222,2020-05-18,0.0544,130,68,estado,PR,74,3,5,18,2020,2390
1306729,,41.0,2020-05-19,202021,11516840.0,11433957.0,False,False,2519,21.872320000000002,2020-05-19,0.0528,133,69,estado,PR,129,3,5,19,2020,2519
1306924,,41.0,2020-05-20,202021,11516840.0,11433957.0,False,False,2656,23.06188,2020-05-20,0.0527,140,70,estado,PR,137,7,5,20,2020,2656
1307129,,41.0,2020-05-21,202021,11516840.0,11433957.0,False,False,2855,24.78979,2020-05-21,0.0504,144,71,estado,PR,199,4,5,21,2020,2855
1307337,,41.0,2020-05-22,202021,11516840.0,11433957.0,False,False,2985,25.918570000000003,2020-05-22,0.0499,149,72,estado,PR,130,5,5,22,2020,2985
1307550,,41.0,2020-05-23,202021,11516840.0,11433957.0,False,False,3147,27.3252,2020-05-23,0.0486,153,73,estado,PR,162,4,5,23,2020,3147
1307766,,41.0,2020-05-24,202022,11516840.0,11433957.0,False,False,3260,28.306379999999997,2020-05-24,0.0479,156,74,estado,PR,113,3,5,24,2020,3260
1307987,,41.0,2020-05-25,202022,11516840.0,11433957.0,False,False,3384,29.383059999999997,2020-05-25,0.0473,160,75,estado,PR,124,4,5,25,2020,3384
1308216,,41.0,2020-05-26,202022,11516840.0,11433957.0,False,False,3567,30.972040000000003,2020-05-26,0.046,164,76,estado,PR,183,4,5,26,2020,3567
1308450,,41.0,2020-05-27,202022,11516840.0,11433957.0,False,False,3768,32.71731,2020-05-27,0.0443,167,77,estado,PR,201,3,5,27,2020,3768
1308686,,41.0,2020-05-28,202022,11516840.0,11433957.0,False,False,4041,35.08775,2020-05-28,0.0431,174,78,estado,PR,273,7,5,28,2020,4041
1308926,,41.0,2020-05-29,202022,11516840.0,11433957.0,False,False,4300,37.33663,2020-05-29,0.0414,178,79,estado,PR,259,4,5,29,2020,4300
1309176,,41.0,2020-05-30,202022,11516840.0,11433957.0,False,False,4538,39.40317,2020-05-30,0.041,186,80,estado,PR,238,8,5,30,2020,4538
1309428,,41.0,2020-05-31,202023,11516840.0,11433957.0,False,False,4752,41.26132,2020-05-31,0.0394,187,81,estado,PR,214,1,5,31,2020,4752
1309687,,41.0,2020-06-01,202023,11516840.0,11433957.0,False,False,4900,42.54639,2020-06-01,0.0398,195,82,estado,PR,148,8,6,1,2020,4900
1309953,,41.0,2020-06-02,202023,11516840.0,11433957.0,False,False,5235,45.45518,2020-06-02,0.039,204,83,estado,PR,335,9,6,2,2020,5235
1310220,,41.0,2020-06-03,202023,11516840.0,11433957.0,False,False,5567,48.33791,2020-06-03,0.0377,210,84,estado,PR,332,6,6,3,2020,5567
1310487,,41.0,2020-06-04,202023,11516840.0,11433957.0,False,False,5895,51.18592,2020-06-04,0.0373,220,85,estado,PR,328,10,6,4,2020,5895
1310763,,41.0,2020-06-05,202023,11516840.0,11433957.0,False,False,6434,55.86601999999999,2020-06-05,0.0362,233,86,estado,PR,539,13,6,5,2020,6434
1311041,,41.0,2020-06-06,202023,11516840.0,11433957.0,False,False,6693,58.1149,2020-06-06,0.0357,239,87,estado,PR,259,6,6,6,2020,6693
1311326,,41.0,2020-06-07,202024,11516840.0,11433957.0,False,False,6987,60.667680000000004,2020-06-07,0.0349,244,88,estado,PR,294,5,6,7,2020,6987
1311613,,41.0,2020-06-08,202024,11516840.0,11433957.0,False,False,7121,61.8312,2020-06-08,0.0351,250,89,estado,PR,134,6,6,8,2020,7121
1311902,,41.0,2020-06-09,202024,11516840.0,11433957.0,False,False,7410,64.34057,2020-06-09,0.0351,260,90,estado,PR,289,10,6,9,2020,7410
1312196,,41.0,2020-06-10,202024,11516840.0,11433957.0,False,False,7934,68.89041999999999,2020-06-10,0.0355,282,91,estado,PR,524,22,6,10,2020,7934
1312496,,41.0,2020-06-11,202024,11516840.0,11433957.0,False,False,8569,74.40409,2020-06-11,0.0336,288,92,estado,PR,635,6,6,11,2020,8569
1312797,,41.0,2020-06-12,202024,11516840.0,11433957.0,False,False,8818,76.56614,2020-06-12,0.0342,302,93,estado,PR,249,14,6,12,2020,8818
1313102,,41.0,2020-06-13,202024,11516840.0,11433957.0,False,False,9353,81.21151,2020-06-13,0.0342,320,94,estado,PR,535,18,6,13,2020,9353
1313409,,41.0,2020-06-14,202025,11516840.0,11433957.0,False,False,9706,84.27659,2020-06-14,0.0344,334,95,estado,PR,353,14,6,14,2020,9706
1313717,,41.0,2020-06-15,202025,11516840.0,11433957.0,False,False,9839,85.43141999999999,2020-06-15,0.0348,342,96,estado,PR,133,8,6,15,2020,9839
1314030,,41.0,2020-06-16,202025,11516840.0,11433957.0,False,False,10690,92.8206,2020-06-16,0.0348,372,97,estado,PR,851,30,6,16,2020,10690
1314346,,41.0,2020-06-17,202025,11516840.0,11433957.0,False,False,11225,97.46597,2020-06-17,0.0351,394,98,estado,PR,535,22,6,17,2020,11225
1314665,,41.0,2020-06-18,202025,11516840.0,11433957.0,False,False,12059,104.70754000000001,2020-06-18,0.0344,415,99,estado,PR,834,21,6,18,2020,12059
1314985,,41.0,2020-06-19,202025,11516840.0,11433957.0,False,False,12932,112.28775,2020-06-19,0.0331,428,100,estado,PR,873,13,6,19,2020,12932
1315313,,41.0,2020-06-20,202025,11516840.0,11433957.0,False,False,13821,120.00688000000001,2020-06-20,0.0316,437,101,estado,PR,889,9,6,20,2020,13821
1315644,,41.0,2020-06-21,202026,11516840.0,11433957.0,False,False,14501,125.91127,2020-06-21,0.0311,451,102,estado,PR,680,14,6,21,2020,14501
1315976,,41.0,2020-06-22,202026,11516840.0,11433957.0,False,False,15124,131.32074,2020-06-22,0.031,469,103,estado,PR,623,18,6,22,2020,15124
1316311,,41.0,2020-06-23,202026,11516840.0,11433957.0,False,False,15853,137.65061,2020-06-23,0.0314,498,104,estado,PR,729,29,6,23,2020,15853
1316649,,41.0,2020-06-24,202026,11516840.0,11433957.0,False,False,16963,147.28867,2020-06-24,0.0307,521,105,estado,PR,1110,23,6,24,2020,16963
1316991,,41.0,2020-06-25,202026,11516840.0,11433957.0,False,False,17822,154.74731,2020-06-25,0.0302,539,106,estado,PR,859,18,6,25,2020,17822
1317337,,41.0,2020-06-26,202026,11516840.0,11433957.0,False,False,18672,162.12781,2020-06-26,0.0302,564,107,estado,PR,850,25,6,26,2020,18672
1317685,,41.0,2020-06-27,202026,11516840.0,11433957.0,False,False,19819,172.08713999999998,2020-06-27,0.029,575,108,estado,PR,1147,11,6,27,2020,19819
1318036,,41.0,2020-06-28,202027,11516840.0,11433957.0,False,False,20742,180.10148999999998,2020-06-28,0.0289,599,109,estado,PR,923,24,6,28,2020,20742
1318389,,41.0,2020-06-29,202027,11516840.0,11433957.0,False,False,21326,185.17231999999998,2020-06-29,0.0287,613,110,estado,PR,584,14,6,29,2020,21326
1318749,,41.0,2020-06-30,202027,11516840.0,11433957.0,False,False,22877,198.63956000000002,2020-06-30,0.0284,649,111,estado,PR,1551,36,6,30,2020,22877
1319113,,41.0,2020-07-01,202027,11516840.0,11433957.0,False,False,24225,210.34416000000002,2020-07-01,0.0274,663,112,estado,PR,1348,14,7,1,2020,24225
1319479,,41.0,2020-07-02,202027,11516840.0,11433957.0,False,False,26304,228.39597999999998,2020-07-02,0.0268,706,113,estado,PR,2079,43,7,2,2020,26304
1319846,,41.0,2020-07-03,202027,11516840.0,11433957.0,False,False,28166,244.56361,2020-07-03,0.0258,727,114,estado,PR,1862,21,7,3,2020,28166
1320217,,41.0,2020-07-04,202027,11516840.0,11433957.0,False,False,30570,265.43739,2020-07-04,0.025,763,115,estado,PR,2404,36,7,4,2020,30570
1320589,,41.0,2020-07-05,202028,11516840.0,11433957.0,False,False,31459,273.15653,2020-07-05,0.0253,795,116,estado,PR,889,32,7,5,2020,31459
1320965,,41.0,2020-07-06,202028,11516840.0,11433957.0,False,False,32769,284.53117000000003,2020-07-06,0.025,820,117,estado,PR,1310,25,7,6,2020,32769
1321342,,41.0,2020-07-07,202028,11516840.0,11433957.0,False,False,34308,297.89421,2020-07-07,0.0248,851,118,estado,PR,1539,31,7,7,2020,34308
1321742,,41.0,2020-07-08,202028,11516840.0,11433957.0,False,False,35715,310.11111,2020-07-08,0.0251,895,119,estado,PR,1407,44,7,8,2020,35715
1322142,,41.0,2020-07-09,202028,11516840.0,11433957.0,False,False,37424,324.95025,2020-07-09,0.0249,931,120,estado,PR,1709,36,7,9,2020,37424
1322542,,41.0,2020-07-10,202028,11516840.0,11433957.0,False,False,39512,343.08022,2020-07-10,0.0248,978,121,estado,PR,2088,47,7,10,2020,39512
1322942,,41.0,2020-07-11,202028,11516840.0,11433957.0,False,False,40797,354.23779,2020-07-11,0.0249,1016,122,estado,PR,1285,38,7,11,2020,40797
1323343,,41.0,2020-07-12,202029,11516840.0,11433957.0,False,False,42537,369.34611,2020-07-12,0.0246,1045,123,estado,PR,1740,29,7,12,2020,42537
1323744,,41.0,2020-07-13,202029,11516840.0,11433957.0,False,False,43582,378.41977,2020-07-13,0.025,1089,124,estado,PR,1045,44,7,13,2020,43582
1324145,,41.0,2020-07-14,202029,11516840.0,11433957.0,False,False,45363,393.88409,2020-07-14,0.0253,1146,125,estado,PR,1781,57,7,14,2020,45363
1324546,,41.0,2020-07-15,202029,11516840.0,11433957.0,False,False,47124,409.17474,2020-07-15,0.0255,1200,126,estado,PR,1761,54,7,15,2020,47124
1324947,,41.0,2020-07-16,202029,11516840.0,11433957.0,False,False,49405,428.98052,2020-07-16,0.0252,1246,127,estado,PR,2281,46,7,16,2020,49405
1325348,,41.0,2020-07-17,202029,11516840.0,11433957.0,False,False,51321,445.61703,2020-07-17,0.0252,1292,128,estado,PR,1916,46,7,17,2020,51321
1325749,,41.0,2020-07-18,202029,11516840.0,11433957.0,False,False,53553,464.99734000000007,2020-07-18,0.0244,1308,129,estado,PR,2232,16,7,18,2020,53553
1326150,,41.0,2020-07-19,202030,11516840.0,11433957.0,False,False,54629,474.34018,2020-07-19,0.0243,1327,130,estado,PR,1076,19,7,19,2020,54629
1326551,,41.0,2020-07-20,202030,11516840.0,11433957.0,False,False,55909,485.45434000000006,2020-07-20,0.0243,1357,131,estado,PR,1280,30,7,20,2020,55909
1326952,,41.0,2020-07-21,202030,11516840.0,11433957.0,False,False,57538,499.59885,2020-07-21,0.0246,1415,132,estado,PR,1629,58,7,21,2020,57538
1327353,,41.0,2020-07-22,202030,11516840.0,11433957.0,False,False,59927,520.34239,2020-07-22,0.0248,1486,133,estado,PR,2389,71,7,22,2020,59927
1327754,,41.0,2020-07-23,202030,11516840.0,11433957.0,False,False,62004,538.37685,2020-07-23,0.0249,1545,134,estado,PR,2077,59,7,23,2020,62004
1328155,,41.0,2020-07-24,202030,11516840.0,11433957.0,False,False,64259,557.95687,2020-07-24,0.0249,1598,135,estado,PR,2255,53,7,24,2020,64259
1328556,,41.0,2020-07-25,202030,11516840.0,11433957.0,False,False,65593,569.53991,2020-07-25,0.0252,1653,136,estado,PR,1334,55,7,25,2020,65593
1328957,,41.0,2020-07-26,202031,11516840.0,11433957.0,False,False,65593,569.53991,2020-07-26,0.0255,1671,137,estado,PR,0,18,7,26,2020,65593
1329358,,41.0,2020-07-27,202031,11516840.0,11433957.0,False,False,68001,590.44842,2020-07-27,0.025,1703,138,estado,PR,2408,32,7,27,2020,68001
1329759,,41.0,2020-07-28,202031,11516840.0,11433957.0,False,False,69393,602.53507,2020-07-28,0.0251,1743,139,estado,PR,1392,40,7,28,2020,69393
1330160,,41.0,2020-07-29,202031,11516840.0,11433957.0,False,False,70920,615.7939200000001,2020-07-29,0.0256,1814,140,estado,PR,1527,71,7,29,2020,70920
1330561,,41.0,2020-07-30,202031,11516840.0,11433957.0,False,False,73488,638.0917,2020-07-30,0.0253,1861,141,estado,PR,2568,47,7,30,2020,73488
1330962,,41.0,2020-07-31,202031,11516840.0,11433957.0,False,False,76112,660.87573,2020-07-31,0.0252,1920,142,estado,PR,2624,59,7,31,2020,76112
1331363,,41.0,2020-08-01,202031,11516840.0,11433957.0,False,False,77930,676.66131,2020-08-01,0.0253,1975,143,estado,PR,1818,55,8,1,2020,77930
1331764,,41.0,2020-08-02,202032,11516840.0,11433957.0,False,False,79605,691.20523,2020-08-02,0.0252,2005,144,estado,PR,1675,30,8,2,2020,79605
1332165,,41.0,2020-08-03,202032,11516840.0,11433957.0,False,False,80865,702.14573,2020-08-03,0.0254,2050,145,estado,PR,1260,45,8,3,2020,80865
1332566,,41.0,2020-08-04,202032,11516840.0,11433957.0,False,False,82718,718.2352099999999,2020-08-04,0.0257,2128,146,estado,PR,1853,78,8,4,2020,82718
1332967,,41.0,2020-08-05,202032,11516840.0,11433957.0,False,False,85317,740.80216,2020-08-05,0.0254,2164,147,estado,PR,2599,36,8,5,2020,85317
1333368,,41.0,2020-08-06,202032,11516840.0,11433957.0,False,False,87269,757.75126,2020-08-06,0.0255,2224,148,estado,PR,1952,60,8,6,2020,87269
1333769,,41.0,2020-08-07,202032,11516840.0,11433957.0,False,False,89966,781.1691400000001,2020-08-07,0.0261,2345,149,estado,PR,2697,121,8,7,2020,89966
1334170,,41.0,2020-08-08,202032,11516840.0,11433957.0,False,False,91127,791.25003,2020-08-08,0.0254,2319,150,estado,PR,1161,-26,8,8,2020,91127
1334571,,41.0,2020-08-09,202033,11516840.0,11433957.0,False,False,92866,806.34966,2020-08-09,0.0253,2345,151,estado,PR,1739,26,8,9,2020,92866
