,cidade,cod_ibge_cidade,datahora,semana_epidemiologica,populacao_estimada,populacao_estimada_2019,eh_ultimo,eh_repetido,ultimo_disponivel_confirmado,ultimo_disponivel_confirmado_por_100mil_habitantes,ultimo_disponivel_datahora,ultimo_disponivel_taxa_mortalidade,ultimo disponivel obitos,ordem_por_lugar,tipo_de_lugar,estado,casos_novos,obitos_novos,mes,dia,ano,casos_acumulados
1401939,,41.0,2021-01-24,202104,11516840.0,11433957.0,False,False,523990,4549.77233,2021-01-24,0.0179,9395,319,estado,PR,1821,40,1,24,2021,523990
1402340,,41.0,2021-01-25,202104,11516840.0,11433957.0,False,False,525860,4566.00943,2021-01-25,0.0181,9507,320,estado,PR,1870,112,1,25,2021,525860
1402741,,41.0,2021-01-26,202104,11516840.0,11433957.0,False,False,532689,4625.30521,2021-01-26,0.018,9584,321,estado,PR,6829,77,1,26,2021,532689
1403142,,41.0,2021-01-27,202104,11516840.0,11433957.0,False,False,535961,4653.7157799999995,2021-01-27,0.018,9652,322,estado,PR,3272,68,1,27,2021,535961
1403543,,41.0,2021-01-28,202104,11516840.0,11433957.0,False,False,540452,4692.71085,2021-01-28,0.0183,9879,323,estado,PR,4491,227,1,28,2021,540452
1403944,,41.0,2021-01-29,202104,11516840.0,11433957.0,False,False,543568,4719.76688,2021-01-29,0.0183,9923,324,estado,PR,3116,44,1,29,2021,543568
1404345,,41.0,2021-01-30,202104,11516840.0,11433957.0,False,False,547430,4753.30038,2021-01-30,0.0183,10013,325,estado,PR,3862,90,1,30,2021,547430
1404746,,41.0,2021-01-31,202105,11516840.0,11433957.0,False,False,549333,4769.82401,2021-01-31,0.0183,10030,326,estado,PR,1903,17,1,31,2021,549333
1405147,,41.0,2021-02-01,202105,11516840.0,11433957.0,False,False,551985,4792.85116,2021-02-01,0.0182,10048,327,estado,PR,2652,18,2,1,2021,551985
1405548,,41.0,2021-02-02,202105,11516840.0,11433957.0,False,False,556304,4830.35277,2021-02-02,0.0182,10141,328,estado,PR,4319,93,2,2,2021,556304
1405949,,41.0,2021-02-03,202105,11516840.0,11433957.0,False,False,558770,4851.7648899999995,2021-02-03,0.0182,10190,329,estado,PR,2466,49,2,3,2021,558770
1406350,,41.0,2021-02-04,202105,11516840.0,11433957.0,False,False,562057,4880.3057100000005,2021-02-04,0.0182,10248,330,estado,PR,3287,58,2,4,2021,562057
1406751,,41.0,2021-02-05,202105,11516840.0,11433957.0,False,False,564903,4905.01735,2021-02-05,0.0183,10317,331,estado,PR,2846,69,2,5,2021,564903
1407152,,41.0,2021-02-06,202105,11516840.0,11433957.0,False,False,568350,4934.947429999999,2021-02-06,0.0183,10377,332,estado,PR,3447,60,2,6,2021,568350
1407553,,41.0,2021-02-07,202106,11516840.0,11433957.0,False,False,569911,4948.5015,2021-02-07,0.0182,10388,333,estado,PR,1561,11,2,7,2021,569911
1407954,,41.0,2021-02-08,202106,11516840.0,11433957.0,False,False,571355,4961.03966,2021-02-08,0.0183,10432,334,estado,PR,1444,44,2,8,2021,571355
1408355,,41.0,2021-02-09,202106,11516840.0,11433957.0,False,False,575284,4995.15492,2021-02-09,0.0183,10548,335,estado,PR,3929,116,2,9,2021,575284
1408756,,41.0,2021-02-10,202106,11516840.0,11433957.0,False,False,577734,5016.4281200000005,2021-02-10,0.0183,10570,336,estado,PR,2450,22,2,10,2021,577734
1409157,,41.0,2021-02-11,202106,11516840.0,11433957.0,False,False,581195,5046.47976,2021-02-11,0.0183,10614,337,estado,PR,3461,44,2,11,2021,581195
1409558,,41.0,2021-02-12,202106,11516840.0,11433957.0,False,False,583786,5068.97725,2021-02-12,0.0183,10661,338,estado,PR,2591,47,2,12,2021,583786
1409959,,41.0,2021-02-13,202106,11516840.0,11433957.0,False,False,586944,5096.39797,2021-02-13,0.0183,10728,339,estado,PR,3158,67,2,13,2021,586944
1410360,,41.0,2021-02-14,202107,11516840.0,11433957.0,False,False,588088,5106.33125,2021-02-14,0.0183,10738,340,estado,PR,1144,10,2,14,2021,588088
1410761,,41.0,2021-02-15,202107,11516840.0,11433957.0,False,False,589494,5118.53946,2021-02-15,0.0183,10765,341,estado,PR,1406,27,2,15,2021,589494
1411162,,41.0,2021-02-16,202107,11516840.0,11433957.0,False,False,597494,5188.00296,2021-02-16,0.0181,10842,342,estado,PR,8000,77,2,16,2021,597494
1411563,,41.0,2021-02-17,202107,11516840.0,11433957.0,False,False,601554,5223.255679999999,2021-02-17,0.0181,10902,343,estado,PR,4060,60,2,17,2021,601554
1411964,,41.0,2021-02-18,202107,11516840.0,11433957.0,False,False,604594,5249.65181,2021-02-18,0.0182,10992,344,estado,PR,3040,90,2,18,2021,604594
1412365,,41.0,2021-02-19,202107,11516840.0,11433957.0,False,False,608226,5281.1882399999995,2021-02-19,0.0182,11061,345,estado,PR,3632,69,2,19,2021,608226
1412766,,41.0,2021-02-20,202107,11516840.0,11433957.0,False,False,612084,5314.687010000001,2021-02-20,0.0182,11120,346,estado,PR,3858,59,2,20,2021,612084
1413167,,41.0,2021-02-21,202108,11516840.0,11433957.0,False,False,615066,5340.57953,2021-02-21,0.0181,11142,347,estado,PR,2982,22,2,21,2021,615066
1413568,,41.0,2021-02-22,202108,11516840.0,11433957.0,False,False,617165,5358.805020000001,2021-02-22,0.0181,11156,348,estado,PR,2099,14,2,22,2021,617165
1413969,,41.0,2021-02-23,202108,11516840.0,11433957.0,False,False,623440,5413.29045,2021-02-23,0.0181,11293,349,estado,PR,6275,137,2,23,2021,623440
1414370,,41.0,2021-02-24,202108,11516840.0,11433957.0,False,False,627907,5452.07713,2021-02-24,0.0181,11358,350,estado,PR,4467,65,2,24,2021,627907
1414771,,41.0,2021-02-25,202108,11516840.0,11433957.0,False,False,633553,5501.101,2021-02-25,0.0181,11467,351,estado,PR,5646,109,2,25,2021,633553
1415172,,41.0,2021-02-26,202108,11516840.0,11433957.0,False,False,638096,5540.5475799999995,2021-02-26,0.0181,11539,352,estado,PR,4543,72,2,26,2021,638096
1415573,,41.0,2021-02-27,202108,11516840.0,11433957.0,False,False,643344,5586.11564,2021-02-27,0.0181,11635,353,estado,PR,5248,96,2,27,2021,643344
1415974,,41.0,2021-02-28,202109,11516840.0,11433957.0,False,False,647032,5618.13831,2021-02-28,0.018,11669,354,estado,PR,3688,34,2,28,2021,647032
1416375,,41.0,2021-03-01,202109,11516840.0,11433957.0,False,False,650236,5645.958439999999,2021-03-01,0.018,11686,355,estado,PR,3204,17,3,1,2021,650236
1416776,,41.0,2021-03-02,202109,11516840.0,11433957.0,False,False,656410,5699.5669,2021-03-02,0.0181,11866,356,estado,PR,6174,180,3,2,2021,656410
1417177,,41.0,2021-03-03,202109,11516840.0,11433957.0,False,False,661109,5740.36802,2021-03-03,0.0181,11982,357,estado,PR,4699,116,3,3,2021,661109
1417578,,41.0,2021-03-04,202109,11516840.0,11433957.0,False,False,666509,5787.25588,2021-03-04,0.0181,12088,358,estado,PR,5400,106,3,4,2021,666509
1417979,,41.0,2021-03-05,202109,11516840.0,11433957.0,False,False,672179,5836.48813,2021-03-05,0.0181,12196,359,estado,PR,5670,108,3,5,2021,672179
1418380,,41.0,2021-03-06,202109,11516840.0,11433957.0,False,False,680777,5911.1440299999995,2021-03-06,0.0181,12344,360,estado,PR,8598,148,3,6,2021,680777
1418781,,41.0,2021-03-07,202110,11516840.0,11433957.0,False,False,725797,6302.049870000001,2021-03-07,0.0173,12591,361,estado,PR,45020,247,3,7,2021,725797
1419182,,41.0,2021-03-08,202110,11516840.0,11433957.0,False,False,727823,6319.6415,2021-03-08,0.0173,12610,362,estado,PR,2026,19,3,8,2021,727823
1419583,,41.0,2021-03-09,202110,11516840.0,11433957.0,False,False,733223,6366.52936,2021-03-09,0.0175,12816,363,estado,PR,5400,206,3,9,2021,733223
1419984,,41.0,2021-03-10,202110,11516840.0,11433957.0,False,False,741568,6438.98847,2021-03-10,0.0176,13060,364,estado,PR,8345,244,3,10,2021,741568
1420385,,41.0,2021-03-11,202110,11516840.0,11433957.0,False,False,745898,6476.58559,2021-03-11,0.0176,13159,365,estado,PR,4330,99,3,11,2021,745898
1420786,,41.0,2021-03-12,202110,11516840.0,11433957.0,False,False,751562,6525.76575,2021-03-12,0.0177,13335,366,estado,PR,5664,176,3,12,2021,751562
1421187,,41.0,2021-03-13,202110,11516840.0,11433957.0,False,False,757791,6579.8517600000005,2021-03-13,0.0178,13492,367,estado,PR,6229,157,3,13,2021,757791
1421588,,41.0,2021-03-14,202111,11516840.0,11433957.0,False,False,761643,6613.29844,2021-03-14,0.0178,13585,368,estado,PR,3852,93,3,14,2021,761643
1421989,,41.0,2021-03-15,202111,11516840.0,11433957.0,False,False,763786,6631.905970000001,2021-03-15,0.0178,13626,369,estado,PR,2143,41,3,15,2021,763786
1422390,,41.0,2021-03-16,202111,11516840.0,11433957.0,False,False,769609,6682.46672,2021-03-16,0.0181,13936,370,estado,PR,5823,310,3,16,2021,769609
1422791,,41.0,2021-03-17,202111,11516840.0,11433957.0,False,False,775070,6729.88424,2021-03-17,0.0183,14198,371,estado,PR,5461,262,3,17,2021,775070
1423192,,41.0,2021-03-18,202111,11516840.0,11433957.0,False,False,781539,6786.05416,2021-03-18,0.0184,14389,372,estado,PR,6469,191,3,18,2021,781539
1423593,,41.0,2021-03-19,202111,11516840.0,11433957.0,False,False,789685,6856.7853700000005,2021-03-19,0.0186,14658,373,estado,PR,8146,269,3,19,2021,789685
1423994,,41.0,2021-03-20,202111,11516840.0,11433957.0,False,False,794443,6898.098779999999,2021-03-20,0.0187,14840,374,estado,PR,4758,182,3,20,2021,794443
1424395,,41.0,2021-03-21,202112,11516840.0,11433957.0,False,False,796589,6916.732370000001,2021-03-21,0.0187,14893,375,estado,PR,2146,53,3,21,2021,796589
1424796,,41.0,2021-03-22,202112,11516840.0,11433957.0,False,False,799813,6944.726159999999,2021-03-22,0.0187,14969,376,estado,PR,3224,76,3,22,2021,799813
1425197,,41.0,2021-03-23,202112,11516840.0,11433957.0,False,False,807157,7008.49365,2021-03-23,0.0189,15281,377,estado,PR,7344,312,3,23,2021,807157
1425598,,41.0,2021-03-24,202112,11516840.0,11433957.0,False,False,812719,7056.78815,2021-03-24,0.019,15454,378,estado,PR,5562,173,3,24,2021,812719
1425999,,41.0,2021-03-25,202112,11516840.0,11433957.0,False,False,824050,7155.17451,2021-03-25,0.0191,15750,379,estado,PR,11331,296,3,25,2021,824050
1426400,,41.0,2021-03-26,202112,11516840.0,11433957.0,False,False,828749,7195.97563,2021-03-26,0.0192,15939,380,estado,PR,4699,189,3,26,2021,828749
1426801,,41.0,2021-03-27,202112,11516840.0,11433957.0,False,False,833786,7239.711590000001,2021-03-27,0.0193,16124,381,estado,PR,5037,185,3,27,2021,833786
1427202,,41.0,2021-03-28,202113,11516840.0,11433957.0,False,False,836936,7267.0628400000005,2021-03-28,0.0193,16190,382,estado,PR,3150,66,3,28,2021,836936
1427603,,41.0,2021-03-29,202113,11516840.0,11433957.0,False,False,839764,7291.618190000001,2021-03-29,0.0194,16290,383,estado,PR,2828,100,3,29,2021,839764
1428004,,41.0,2021-03-30,202113,11516840.0,11433957.0,False,False,843046,7320.11559,2021-03-30,0.0196,16521,384,estado,PR,3282,231,3,30,2021,843046
1428405,,41.0,2021-03-31,202113,11516840.0,11433957.0,False,False,846105,7346.67669,2021-03-31,0.0198,16717,385,estado,PR,3059,196,3,31,2021,846105
1428806,,41.0,2021-04-01,202113,11516840.0,11433957.0,False,False,851339,7392.12319,2021-04-01,0.0199,16941,386,estado,PR,5234,224,4,1,2021,851339
1429207,,41.0,2021-04-02,202113,11516840.0,11433957.0,False,False,855908,7431.795529999999,2021-04-02,0.0201,17183,387,estado,PR,4569,242,4,2,2021,855908
1429608,,41.0,2021-04-03,202113,11516840.0,11433957.0,False,False,857951,7449.53477,2021-04-03,0.0201,17257,388,estado,PR,2043,74,4,3,2021,857951
1430009,,41.0,2021-04-04,202114,11516840.0,11433957.0,False,False,858988,7458.5389700000005,2021-04-04,0.0201,17299,389,estado,PR,1037,42,4,4,2021,858988
1430410,,41.0,2021-04-05,202114,11516840.0,11433957.0,False,False,860424,7471.00767,2021-04-05,0.0202,17405,390,estado,PR,1436,106,4,5,2021,860424
1430811,,41.0,2021-04-06,202114,11516840.0,11433957.0,False,False,864677,7507.9362,2021-04-06,0.0205,17685,391,estado,PR,4253,280,4,6,2021,864677
1431212,,41.0,2021-04-07,202114,11516840.0,11433957.0,False,False,869167,7546.922590000001,2021-04-07,0.0208,18118,392,estado,PR,4490,433,4,7,2021,869167
1431613,,41.0,2021-04-08,202114,11516840.0,11433957.0,False,False,873972,7588.644109999999,2021-04-08,0.0212,18492,393,estado,PR,4805,374,4,8,2021,873972
1432014,,41.0,2021-04-09,202114,11516840.0,11433957.0,False,False,877883,7622.60308,2021-04-09,0.0214,18803,394,estado,PR,3911,311,4,9,2021,877883
1432415,,41.0,2021-04-10,202114,11516840.0,11433957.0,False,False,881493,7653.94848,2021-04-10,0.0215,18993,395,estado,PR,3610,190,4,10,2021,881493
1432816,,41.0,2021-04-11,202115,11516840.0,11433957.0,False,False,883365,7670.202940000001,2021-04-11,0.0216,19076,396,estado,PR,1872,83,4,11,2021,883365
1433217,,41.0,2021-04-12,202115,11516840.0,11433957.0,False,False,884065,7676.28099,2021-04-12,0.0217,19159,397,estado,PR,700,83,4,12,2021,884065
1433618,,41.0,2021-04-13,202115,11516840.0,11433957.0,False,False,890682,7733.735990000001,2021-04-13,0.0219,19531,398,estado,PR,6617,372,4,13,2021,890682
1434019,,41.0,2021-04-14,202115,11516840.0,11433957.0,False,False,893040,7754.210359999999,2021-04-14,0.0221,19715,399,estado,PR,2358,184,4,14,2021,893040
1434420,,41.0,2021-04-15,202115,11516840.0,11433957.0,False,False,896931,7787.99567,2021-04-15,0.0223,19986,400,estado,PR,3891,271,4,15,2021,896931
1434821,,41.0,2021-04-16,202115,11516840.0,11433957.0,False,False,902626,7837.444990000001,2021-04-16,0.0224,20182,401,estado,PR,5695,196,4,16,2021,902626
1435222,,41.0,2021-04-17,202115,11516840.0,11433957.0,False,False,905751,7864.57917,2021-04-17,0.0224,20297,402,estado,PR,3125,115,4,17,2021,905751
1435623,,41.0,2021-04-18,202116,11516840.0,11433957.0,False,False,906990,7875.337329999999,2021-04-18,0.0224,20349,403,estado,PR,1239,52,4,18,2021,906990
1436024,,41.0,2021-04-19,202116,11516840.0,11433957.0,False,False,909691,7898.78995,2021-04-19,0.0225,20424,404,estado,PR,2701,75,4,19,2021,909691
1436425,,41.0,2021-04-20,202116,11516840.0,11433957.0,False,False,913494,7931.811159999999,2021-04-20,0.0226,20628,405,estado,PR,3803,204,4,20,2021,913494
1436826,,41.0,2021-04-21,202116,11516840.0,11433957.0,False,False,917441,7966.08271,2021-04-21,0.0227,20809,406,estado,PR,3947,181,4,21,2021,917441
1437227,,41.0,2021-04-22,202116,11516840.0,11433957.0,False,False,920025,7988.5194200000005,2021-04-22,0.0228,20959,407,estado,PR,2584,150,4,22,2021,920025
1437628,,41.0,2021-04-23,202116,11516840.0,11433957.0,False,False,923580,8019.3872599999995,2021-04-23,0.023,21199,408,estado,PR,3555,240,4,23,2021,923580
1438029,,41.0,2021-04-24,202116,11516840.0,11433957.0,False,False,927563,8053.9714,2021-04-24,0.0232,21481,409,estado,PR,3983,282,4,24,2021,927563
1438430,,41.0,2021-04-25,202117,11516840.0,11433957.0,False,False,929097,8067.291029999999,2021-04-25,0.0232,21564,410,estado,PR,1534,83,4,25,2021,929097
1438831,,41.0,2021-04-26,202117,11516840.0,11433957.0,False,False,931343,8086.7929,2021-04-26,0.0232,21650,411,estado,PR,2246,86,4,26,2021,931343
1439232,,41.0,2021-04-27,202117,11516840.0,11433957.0,False,False,934661,8115.602890000001,2021-04-27,0.0233,21803,412,estado,PR,3318,153,4,27,2021,934661
1439633,,41.0,2021-04-28,202117,11516840.0,11433957.0,False,False,938546,8149.3361,2021-04-28,0.0235,22013,413,estado,PR,3885,210,4,28,2021,938546
1440034,,41.0,2021-04-29,202117,11516840.0,11433957.0,False,False,943020,8188.1835599999995,2021-04-29,0.0236,22229,414,estado,PR,4474,216,4,29,2021,943020
1440435,,41.0,2021-04-30,202117,11516840.0,11433957.0,False,False,947694,8228.767609999999,2021-04-30,0.0236,22397,415,estado,PR,4674,168,4,30,2021,947694
1440836,,41.0,2021-05-01,202117,11516840.0,11433957.0,False,False,951882,8265.13175,2021-05-01,0.0237,22557,416,estado,PR,4188,160,5,1,2021,951882
1441237,,41.0,2021-05-02,202118,11516840.0,11433957.0,False,False,953884,8282.515,2021-05-02,0.0237,22611,417,estado,PR,2002,54,5,2,2021,953884
1441638,,41.0,2021-05-03,202118,11516840.0,11433957.0,False,False,955247,8294.34984,2021-05-03,0.0237,22674,418,estado,PR,1363,63,5,3,2021,955247
1442039,,41.0,2021-05-04,202118,11516840.0,11433957.0,False,False,960761,8342.22756,2021-05-04,0.0239,22991,419,estado,PR,5514,317,5,4,2021,960761
1442440,,41.0,2021-05-05,202118,11516840.0,11433957.0,False,False,965949,8387.27463,2021-05-05,0.0241,23249,420,estado,PR,5188,258,5,5,2021,965949
1442841,,41.0,2021-05-06,202118,11516840.0,11433957.0,False,False,970957,8430.75878,2021-05-06,0.0242,23493,421,estado,PR,5008,244,5,6,2021,970957
1443242,,41.0,2021-05-07,202118,11516840.0,11433957.0,False,False,977019,8483.39475,2021-05-07,0.0242,23623,422,estado,PR,6062,130,5,7,2021,977019
1443643,,41.0,2021-05-08,202118,11516840.0,11433957.0,False,False,982534,8531.28115,2021-05-08,0.0242,23777,423,estado,PR,5515,154,5,8,2021,982534
1444044,,41.0,2021-05-09,202119,11516840.0,11433957.0,False,False,984613,8549.33298,2021-05-09,0.0242,23791,424,estado,PR,2079,14,5,9,2021,984613
1444445,,41.0,2021-05-10,202119,11516840.0,11433957.0,False,False,989417,8591.04581,2021-05-10,0.0242,23925,425,estado,PR,4804,134,5,10,2021,989417
1444846,,41.0,2021-05-11,202119,11516840.0,11433957.0,False,False,992600,8618.6836,2021-05-11,0.0242,23993,426,estado,PR,3183,68,5,11,2021,992600
1445247,,41.0,2021-05-12,202119,11516840.0,11433957.0,False,False,997645,8662.48902,2021-05-12,0.0241,24074,427,estado,PR,5045,81,5,12,2021,997645
1445648,,41.0,2021-05-13,202119,11516840.0,11433957.0,False,False,1002677,8706.181559999999,2021-05-13,0.0241,24185,428,estado,PR,5032,111,5,13,2021,1002677
1446049,,41.0,2021-05-14,202119,11516840.0,11433957.0,False,False,1012015,8787.26283,2021-05-14,0.024,24330,429,estado,PR,9338,145,5,14,2021,1012015
1446450,,41.0,2021-05-15,202119,11516840.0,11433957.0,False,False,1018196,8840.93206,2021-05-15,0.0242,24597,430,estado,PR,6181,267,5,15,2021,1018196
1446851,,41.0,2021-05-16,202120,11516840.0,11433957.0,False,False,1023279,8885.06743,2021-05-16,0.0241,24670,431,estado,PR,5083,73,5,16,2021,1023279
1447252,,41.0,2021-05-17,202120,11516840.0,11433957.0,False,False,1025645,8905.61126,2021-05-17,0.0241,24702,432,estado,PR,2366,32,5,17,2021,1025645
1447653,,41.0,2021-05-18,202120,11516840.0,11433957.0,False,False,1032172,8962.28479,2021-05-18,0.0241,24857,433,estado,PR,6527,155,5,18,2021,1032172
1448054,,41.0,2021-05-19,202120,11516840.0,11433957.0,False,False,1039201,9023.317159999999,2021-05-19,0.0241,25059,434,estado,PR,7029,202,5,19,2021,1039201
1448455,,41.0,2021-05-20,202120,11516840.0,11433957.0,False,False,1046917,9090.3147,2021-05-20,0.0241,25203,435,estado,PR,7716,144,5,20,2021,1046917
1448856,,41.0,2021-05-21,202120,11516840.0,11433957.0,False,False,1054127,9152.918679999999,2021-05-21,0.0241,25375,436,estado,PR,7210,172,5,21,2021,1054127
1449257,,41.0,2021-05-22,202120,11516840.0,11433957.0,False,False,1059503,9199.59815,2021-05-22,0.024,25481,437,estado,PR,5376,106,5,22,2021,1059503
1449658,,41.0,2021-05-23,202121,11516840.0,11433957.0,False,False,1060683,9209.84402,2021-05-23,0.024,25506,438,estado,PR,1180,25,5,23,2021,1060683
1450059,,41.0,2021-05-24,202121,11516840.0,11433957.0,False,False,1062401,9224.76131,2021-05-24,0.0241,25563,439,estado,PR,1718,57,5,24,2021,1062401
1450460,,41.0,2021-05-25,202121,11516840.0,11433957.0,False,False,1067717,9270.9198,2021-05-25,0.024,25664,440,estado,PR,5316,101,5,25,2021,1067717
1450861,,41.0,2021-05-26,202121,11516840.0,11433957.0,False,False,1073574,9321.775759999999,2021-05-26,0.024,25777,441,estado,PR,5857,113,5,26,2021,1073574
1451262,,41.0,2021-05-27,202121,11516840.0,11433957.0,False,False,1079255,9371.10353,2021-05-27,0.0241,25966,442,estado,PR,5681,189,5,27,2021,1079255
1451663,,41.0,2021-05-28,202121,11516840.0,11433957.0,False,False,1084380,9415.60359,2021-05-28,0.0241,26168,443,estado,PR,5125,202,5,28,2021,1084380
1452064,,41.0,2021-05-29,202121,11516840.0,11433957.0,False,False,1089777,9462.4654,2021-05-29,0.0242,26370,444,estado,PR,5397,202,5,29,2021,1089777
1452465,,41.0,2021-05-30,202122,11516840.0,11433957.0,False,False,1092180,9483.3305,2021-05-30,0.0242,26399,445,estado,PR,2403,29,5,30,2021,1092180
1452866,,41.0,2021-05-31,202122,11516840.0,11433957.0,False,False,1093490,9494.70514,2021-05-31,0.0242,26421,446,estado,PR,1310,22,5,31,2021,1093490
1453267,,41.0,2021-06-01,202122,11516840.0,11433957.0,False,False,1098725,9540.16032,2021-06-01,0.0242,26631,447,estado,PR,5235,210,6,1,2021,1098725
1453668,,41.0,2021-06-02,202122,11516840.0,11433957.0,False,False,1103024,9577.48827,2021-06-02,0.0243,26795,448,estado,PR,4299,164,6,2,2021,1103024
1454069,,41.0,2021-06-03,202122,11516840.0,11433957.0,False,False,1108126,9621.788620000001,2021-06-03,0.0243,26916,449,estado,PR,5102,121,6,3,2021,1108126
1454470,,41.0,2021-06-04,202122,11516840.0,11433957.0,False,False,1111597,9651.927090000001,2021-06-04,0.0243,26965,450,estado,PR,3471,49,6,4,2021,1111597
1454871,,41.0,2021-06-05,202122,11516840.0,11433957.0,False,False,1115638,9687.01484,2021-06-05,0.0242,27018,451,estado,PR,4041,53,6,5,2021,1115638
1455272,,41.0,2021-06-06,202123,11516840.0,11433957.0,False,False,1118323,9710.328529999999,2021-06-06,0.0242,27068,452,estado,PR,2685,50,6,6,2021,1118323
1455673,,41.0,2021-06-07,202123,11516840.0,11433957.0,False,False,1121620,9738.95617,2021-06-07,0.0242,27168,453,estado,PR,3297,100,6,7,2021,1121620
1456074,,41.0,2021-06-08,202123,11516840.0,11433957.0,False,False,1127207,9787.46774,2021-06-08,0.0243,27349,454,estado,PR,5587,181,6,8,2021,1127207
1456475,,41.0,2021-06-09,202123,11516840.0,11433957.0,False,False,1132325,9831.90702,2021-06-09,0.0243,27540,455,estado,PR,5118,191,6,9,2021,1132325
1456876,,41.0,2021-06-10,202123,11516840.0,11433957.0,False,False,1137025,9872.71682,2021-06-10,0.0244,27786,456,estado,PR,4700,246,6,10,2021,1137025
1457277,,41.0,2021-06-11,202123,11516840.0,11433957.0,False,False,1142770,9922.6003,2021-06-11,0.0244,27921,457,estado,PR,5745,135,6,11,2021,1142770
1457678,,41.0,2021-06-12,202123,11516840.0,11433957.0,False,False,1147348,9962.350779999999,2021-06-12,0.0245,28086,458,estado,PR,4578,165,6,12,2021,1147348
1458079,,41.0,2021-06-13,202124,11516840.0,11433957.0,False,False,1149679,9982.590709999999,2021-06-13,0.0245,28135,459,estado,PR,2331,49,6,13,2021,1149679
1458480,,41.0,2021-06-14,202124,11516840.0,11433957.0,False,False,1152368,10005.939129999999,2021-06-14,0.0245,28208,460,estado,PR,2689,73,6,14,2021,1152368
1458881,,41.0,2021-06-15,202124,11516840.0,11433957.0,False,False,1156347,10040.48854,2021-06-15,0.0247,28548,461,estado,PR,3979,340,6,15,2021,1156347
1459282,,41.0,2021-06-16,202124,11516840.0,11433957.0,False,False,1162966,10097.9609,2021-06-16,0.0248,28847,462,estado,PR,6619,299,6,16,2021,1162966
1459683,,41.0,2021-06-17,202124,11516840.0,11433957.0,False,False,1170632,10164.5243,2021-06-17,0.0249,29177,463,estado,PR,7666,330,6,17,2021,1170632
1460084,,41.0,2021-06-18,202124,11516840.0,11433957.0,True,False,1181439,10258.3608,2021-06-18,0.0251,29674,464,estado,PR,10807,497,6,18,2021,1181439
